Class_Code,Class_Nbr,Course_Title,Units,Teaching_Staff,Quota_s_,Vacancy,Course_Component,Section_Code,Language,Period,Room,Meeting_Date,Add_Consent,Drop_Consent,Course_Offering_Dept,Period_sql,day_num,start_time,end_time
ACCT1111D,6703,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,70,43,LEC,D,E,Th 09:30AM - 12:15PM,CYT_209A,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_09_30AM___12_15PM,4.0,930.0,1215.0
ACCT1111D,6703,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,70,43,LEC,D,E,Th 09:30AM - 12:15PM,CYT_209A,"6/2, 13/2, 20/2, 27/2",,,Sch of Accountancy,Th_09_30AM___12_15PM,4.0,930.0,1215.0
ACCT1111D,6703,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,70,43,LEC,D,E,Th 09:30AM - 12:15PM,CYT_209A,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_09_30AM___12_15PM,4.0,930.0,1215.0
ACCT1111E,6416,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,60,1,LEC,E,E,Th 02:30PM - 05:15PM,HTB_B6,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT1111E,6416,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,60,1,LEC,E,E,Th 02:30PM - 05:15PM,HTB_B6,"6/2, 13/2, 20/2",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT1111E,6416,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,60,1,LEC,E,E,Th 02:30PM - 05:15PM,WMY_305,27/2,,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT1111E,6416,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,60,1,LEC,E,E,Th 02:30PM - 05:15PM,ELB_LT1,13/3,,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT1111E,6416,Foundations in Financial Acctg 基礎財務會計,3.00,- Dr. WONG Kin Ho,60,1,LEC,E,E,Th 02:30PM - 05:15PM,ARC_G04,"20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT2111I,5459,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,I,E,Fr 08:30AM - 11:15AM,ELB_405,"10/1, 17/1, 24/1",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2111I,5459,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,I,E,Fr 08:30AM - 11:15AM,ELB_405,"7/2, 14/2, 21/2, 28/2",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2111I,5459,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,I,E,Fr 08:30AM - 11:15AM,ELB_405,"14/3, 21/3, 28/3",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2111I,5459,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,I,E,Fr 08:30AM - 11:15AM,ELB_405,11/4,,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2111J,4951,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,J,E,Tu 10:30AM - 01:15PM,CYT_209B,"7/1, 14/1, 21/1",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2111J,4951,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,J,E,Tu 10:30AM - 01:15PM,CYT_209B,"4/2, 11/2, 18/2, 25/2",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2111J,4951,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,2,LEC,J,E,Tu 10:30AM - 01:15PM,CYT_209B,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2111K,6480,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,0,LEC,K,E,Th 02:30PM - 05:15PM,WMY_506,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT2111K,6480,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,0,LEC,K,E,Th 02:30PM - 05:15PM,WMY_506,"6/2, 13/2, 20/2, 27/2",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT2111K,6480,Introductory Fin'l Accounting 財務會計導論,3.00,- Professor HE Jiapeng,65,0,LEC,K,E,Th 02:30PM - 05:15PM,WMY_506,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT2121D,5514,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,74,43,LEC,D,E,Fr 08:30AM - 11:15AM,YIA_LT9,"10/1, 17/1, 24/1",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121D,5514,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,74,43,LEC,D,E,Fr 08:30AM - 11:15AM,YIA_LT9,"7/2, 14/2, 21/2, 28/2",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121D,5514,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,74,43,LEC,D,E,Fr 08:30AM - 11:15AM,YIA_LT9,"14/3, 21/3, 28/3",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121D,5514,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,74,43,LEC,D,E,Fr 08:30AM - 11:15AM,YIA_LT9,11/4,,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121E,5544,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,0,LEC,E,E,Mo 11:30AM - 02:15PM,WMY_505,"6/1, 13/1, 20/1, 27/1",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2121E,5544,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,0,LEC,E,E,Mo 11:30AM - 02:15PM,WMY_505,"10/2, 17/2, 24/2",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2121E,5544,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,0,LEC,E,E,Mo 11:30AM - 02:15PM,WMY_505,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2121F,5501,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,22,LEC,F,E,Tu 10:30AM - 01:15PM,CYT_209A,"7/1, 14/1, 21/1",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121F,5501,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,22,LEC,F,E,Tu 10:30AM - 01:15PM,CYT_209A,"4/2, 11/2, 18/2, 25/2",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121F,5501,Introductory Mgt Accounting 管理會計導論,3.00,- Professor CHEN Yue,75,22,LEC,F,E,Tu 10:30AM - 01:15PM,CYT_209A,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121G,5513,Introductory Mgt Accounting 管理會計導論,3.00,- Professor YANG Yucheng,76,5,LEC,G,E,We 08:30AM - 11:15AM,CYT_209A,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_08_30AM___11_15AM,3.0,830.0,1115.0
ACCT2121G,5513,Introductory Mgt Accounting 管理會計導論,3.00,- Professor YANG Yucheng,76,5,LEC,G,E,We 08:30AM - 11:15AM,CYT_209A,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_08_30AM___11_15AM,3.0,830.0,1115.0
ACCT2121G,5513,Introductory Mgt Accounting 管理會計導論,3.00,- Professor YANG Yucheng,76,5,LEC,G,E,We 08:30AM - 11:15AM,CYT_209A,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_08_30AM___11_15AM,3.0,830.0,1115.0
ACCT2121H,5515,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,12,LEC,H,E,Fr 08:30AM - 11:15AM,WMY_505,"10/1, 17/1, 24/1",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121H,5515,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,12,LEC,H,E,Fr 08:30AM - 11:15AM,WMY_505,"7/2, 14/2, 21/2, 28/2",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121H,5515,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,12,LEC,H,E,Fr 08:30AM - 11:15AM,WMY_505,"14/3, 21/3, 28/3",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121H,5515,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,12,LEC,H,E,Fr 08:30AM - 11:15AM,WMY_505,11/4,,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT2121I,6745,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,I,E,Tu 10:30AM - 01:15PM,ELB_LT4,"7/1, 14/1, 21/1",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121I,6745,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,I,E,Tu 10:30AM - 01:15PM,ELB_LT4,"4/2, 11/2, 18/2, 25/2",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121I,6745,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,I,E,Tu 10:30AM - 01:15PM,ELB_LT4,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT2121J,5363,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,J,E,Mo 11:30AM - 02:15PM,YIA_LT9,"6/1, 13/1, 20/1, 27/1",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2121J,5363,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,J,E,Mo 11:30AM - 02:15PM,YIA_LT9,"10/2, 17/2, 24/2",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2121J,5363,Introductory Mgt Accounting 管理會計導論,3.00,- Professor KANG Ya,75,0,LEC,J,E,Mo 11:30AM - 02:15PM,YIA_LT9,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Sch of Accountancy,Mo_11_30AM___02_15PM,1.0,1130.0,1415.0
ACCT2151D,6072,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,36,LEC,D,E,Mo 02:30PM - 04:15PM,SB_LT2,"6/1, 13/1, 20/1, 27/1",,,Sch of Accountancy,Mo_02_30PM___04_15PM,1.0,1430.0,1615.0
ACCT2151D,6072,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,36,LEC,D,E,Mo 02:30PM - 04:15PM,SB_LT2,"10/2, 17/2, 24/2",,,Sch of Accountancy,Mo_02_30PM___04_15PM,1.0,1430.0,1615.0
ACCT2151D,6072,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,36,LEC,D,E,Mo 02:30PM - 04:15PM,SB_LT2,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Sch of Accountancy,Mo_02_30PM___04_15PM,1.0,1430.0,1615.0
ACCT2151E,6070,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,0,LEC,E,E,Th 12:30PM - 02:15PM,ARC_G03,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ACCT2151E,6070,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,0,LEC,E,E,Th 12:30PM - 02:15PM,ARC_G03,"6/2, 13/2, 20/2, 27/2",,,Sch of Accountancy,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ACCT2151E,6070,Legal Environment for Business 商業法律環境,2.00,- Dr. SO Lok Kan,75,0,LEC,E,E,Th 12:30PM - 02:15PM,ARC_G03,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ACCT3003A,6113,Professional Seminar Series 專業研討講座系列,1.00,- Professor CHEN Jun,35,0,SEM,AS01,E,We 12:30PM - 02:15PM,YIA_LT3,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003A,6113,Professional Seminar Series 專業研討講座系列,1.00,- Professor CHEN Jun,35,0,SEM,AS01,E,We 12:30PM - 02:15PM,YIA_LT3,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003A,6113,Professional Seminar Series 專業研討講座系列,1.00,- Professor CHEN Jun,35,0,SEM,AS01,E,We 12:30PM - 02:15PM,YIA_LT3,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003B,5456,Professional Seminar Series 專業研討講座系列,1.00,- Professor HE Jiapeng,35,11,SEM,BS01,E,We 12:30PM - 02:15PM,ARC_211,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003B,5456,Professional Seminar Series 專業研討講座系列,1.00,- Professor HE Jiapeng,35,11,SEM,BS01,E,We 12:30PM - 02:15PM,ARC_211,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003B,5456,Professional Seminar Series 專業研討講座系列,1.00,- Professor HE Jiapeng,35,11,SEM,BS01,E,We 12:30PM - 02:15PM,ARC_211,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003C,5457,Professional Seminar Series 專業研討講座系列,1.00,- Professor SHAO Xinyuan,35,8,SEM,CS01,E,We 12:30PM - 02:15PM,WMY_402,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003C,5457,Professional Seminar Series 專業研討講座系列,1.00,- Professor SHAO Xinyuan,35,8,SEM,CS01,E,We 12:30PM - 02:15PM,WMY_402,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003C,5457,Professional Seminar Series 專業研討講座系列,1.00,- Professor SHAO Xinyuan,35,8,SEM,CS01,E,We 12:30PM - 02:15PM,WMY_402,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003D,5458,Professional Seminar Series 專業研討講座系列,1.00,- Professor XU Ruoxi,35,3,SEM,DS01,E,We 12:30PM - 02:15PM,CYT_215,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003D,5458,Professional Seminar Series 專業研討講座系列,1.00,- Professor XU Ruoxi,35,3,SEM,DS01,E,We 12:30PM - 02:15PM,CYT_215,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003D,5458,Professional Seminar Series 專業研討講座系列,1.00,- Professor XU Ruoxi,35,3,SEM,DS01,E,We 12:30PM - 02:15PM,CYT_215,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003E,8860,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHOU Yuqing,35,14,SEM,ES01,E,We 12:30PM - 02:15PM,CKB_122,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003E,8860,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHOU Yuqing,35,14,SEM,ES01,E,We 12:30PM - 02:15PM,CKB_122,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003E,8860,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHOU Yuqing,35,14,SEM,ES01,E,We 12:30PM - 02:15PM,CKB_122,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003F,6257,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHU Chunmei,35,2,SEM,FS01,E,We 12:30PM - 02:15PM,CYT_214,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003F,6257,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHU Chunmei,35,2,SEM,FS01,E,We 12:30PM - 02:15PM,CYT_214,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3003F,6257,Professional Seminar Series 專業研討講座系列,1.00,- Professor ZHU Chunmei,35,2,SEM,FS01,E,We 12:30PM - 02:15PM,CYT_214,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ACCT3004B,7623,Acctg Practicum & Exp Learning 會計實習及體驗學習,2.00,- Mr. LEUNG Yiu Wing Eric,20,13,PRA,BP01,E,TBA,NRR,06/01/2025 - 14/04/2025,Yes,Yes,Sch of Accountancy,TBA,,,
ACCT3111B,8233,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,13,LEC,B,E,Mo 09:30AM - 12:15PM,YIA_201,"6/1, 13/1, 20/1, 27/1",,,Sch of Accountancy,Mo_09_30AM___12_15PM,1.0,930.0,1215.0
ACCT3111B,8233,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,13,LEC,B,E,Mo 09:30AM - 12:15PM,YIA_201,"10/2, 17/2, 24/2",,,Sch of Accountancy,Mo_09_30AM___12_15PM,1.0,930.0,1215.0
ACCT3111B,8233,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,13,LEC,B,E,Mo 09:30AM - 12:15PM,YIA_201,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Sch of Accountancy,Mo_09_30AM___12_15PM,1.0,930.0,1215.0
ACCT3111C,5907,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,7,LEC,C,E,Tu 10:30AM - 01:15PM,ELB_203,"7/1, 14/1, 21/1",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT3111C,5907,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,7,LEC,C,E,Tu 10:30AM - 01:15PM,ELB_203,"4/2, 11/2, 18/2, 25/2",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT3111C,5907,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,7,LEC,C,E,Tu 10:30AM - 01:15PM,ELB_203,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Sch of Accountancy,Tu_10_30AM___01_15PM,2.0,1030.0,1315.0
ACCT3111D,8234,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,0,LEC,D,E,We 09:30AM - 12:15PM,CYT_202,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
ACCT3111D,8234,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,0,LEC,D,E,We 09:30AM - 12:15PM,CYT_202,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
ACCT3111D,8234,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,0,LEC,D,E,We 09:30AM - 12:15PM,ELB_203,"12/3, 19/3, 26/3, 2/4",,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
ACCT3111D,8234,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,0,LEC,D,E,We 09:30AM - 12:15PM,ELB_302,9/4,,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
ACCT3111D,8234,Financial Reporting I 財務報告（一）,3.00,- Professor LIU Yichang,60,0,LEC,D,E,We 09:30AM - 12:15PM,ELB_203,16/4,,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
ACCT3112D,8274,Financial Reporting II 財務報告（二）,3.00,- Dr. WONG Kin Ho,50,14,LEC,D,E,We 02:30PM - 05:15PM,CYT_202,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_02_30PM___05_15PM,3.0,1430.0,1715.0
ACCT3112D,8274,Financial Reporting II 財務報告（二）,3.00,- Dr. WONG Kin Ho,50,14,LEC,D,E,We 02:30PM - 05:15PM,CYT_202,"5/2, 12/2, 19/2, 26/2",,,Sch of Accountancy,We_02_30PM___05_15PM,3.0,1430.0,1715.0
ACCT3112D,8274,Financial Reporting II 財務報告（二）,3.00,- Dr. WONG Kin Ho,50,14,LEC,D,E,We 02:30PM - 05:15PM,CYT_202,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Sch of Accountancy,We_02_30PM___05_15PM,3.0,1430.0,1715.0
ACCT3121C,5233,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,3,LEC,C,E,Mo 03:30PM - 06:15PM,WMY_407,"6/1, 13/1, 20/1, 27/1",,,Sch of Accountancy,Mo_03_30PM___06_15PM,1.0,1530.0,1815.0
ACCT3121C,5233,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,3,LEC,C,E,Mo 03:30PM - 06:15PM,WMY_407,"10/2, 17/2, 24/2",,,Sch of Accountancy,Mo_03_30PM___06_15PM,1.0,1530.0,1815.0
ACCT3121C,5233,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,3,LEC,C,E,Mo 03:30PM - 06:15PM,WMY_407,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Sch of Accountancy,Mo_03_30PM___06_15PM,1.0,1530.0,1815.0
ACCT3121D,6469,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,0,LEC,D,E,Th 02:30PM - 05:15PM,KKB_101,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT3121D,6469,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,0,LEC,D,E,Th 02:30PM - 05:15PM,KKB_101,"6/2, 13/2, 20/2, 27/2",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT3121D,6469,Cost and Management Accounting 成本及管理會計,3.00,- Dr. MENG Kuo,50,0,LEC,D,E,Th 02:30PM - 05:15PM,KKB_101,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_02_30PM___05_15PM,4.0,1430.0,1715.0
ACCT3142C,8035,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,0,LEC,C,E,Th 10:30AM - 01:15PM,ELB_308,"9/1, 16/1, 23/1",,,Sch of Accountancy,Th_10_30AM___01_15PM,4.0,1030.0,1315.0
ACCT3142C,8035,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,0,LEC,C,E,Th 10:30AM - 01:15PM,ELB_308,"6/2, 13/2, 20/2, 27/2",,,Sch of Accountancy,Th_10_30AM___01_15PM,4.0,1030.0,1315.0
ACCT3142C,8035,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,0,LEC,C,E,Th 10:30AM - 01:15PM,ELB_308,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Sch of Accountancy,Th_10_30AM___01_15PM,4.0,1030.0,1315.0
ACCT3142D,6193,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,6,LEC,D,E,Fr 08:30AM - 11:15AM,ELB_308,"10/1, 17/1, 24/1",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT3142D,6193,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,6,LEC,D,E,Fr 08:30AM - 11:15AM,ELB_308,"7/2, 14/2, 21/2, 28/2",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT3142D,6193,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,6,LEC,D,E,Fr 08:30AM - 11:15AM,ELB_308,"14/3, 21/3, 28/3",,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT3142D,6193,Accounting Information Systems 會計資訊系統,3.00,- Dr. WONG Ka Lok,50,6,LEC,D,E,Fr 08:30AM - 11:15AM,ELB_308,11/4,,,Sch of Accountancy,Fr_08_30AM___11_15AM,5.0,830.0,1115.0
ACCT3151C,5516,Business Law 商業法,3.00,- Dr. LAW Man Wai Anthony,75,30,LEC,C,E,Tu 02:30PM - 05:15PM,CYT_209B,"7/1, 14/1, 21/1",,,Sch of Accountancy,Tu_02_30PM___05_15PM,2.0,1430.0,1715.0
ACCT3151C,5516,Business Law 商業法,3.00,- Dr. LAW Man Wai Anthony,75,30,LEC,C,E,Tu 02:30PM - 05:15PM,CYT_209B,"4/2, 11/2, 18/2, 25/2",,,Sch of Accountancy,Tu_02_30PM___05_15PM,2.0,1430.0,1715.0
ACCT3151C,5516,Business Law 商業法,3.00,- Dr. LAW Man Wai Anthony,75,30,LEC,C,E,Tu 02:30PM - 05:15PM,CYT_209B,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Sch of Accountancy,Tu_02_30PM___05_15PM,2.0,1430.0,1715.0
ACCT3152B,6713,Company Law 公司法,3.00,- Dr. SO Lok Kan,75,0,LEC,B,E,We 09:30AM - 12:15PM,ARC_G03,"8/1, 15/1, 22/1",,,Sch of Accountancy,We_09_30AM___12_15PM,3.0,930.0,1215.0
