Class_Code,Class_Nbr,Course_Title,Units,Teaching_Staff,Quota_s_,Vacancy,Course_Component,Section_Code,Language,Period,Room,Meeting_Date,Add_Consent,Drop_Consent,Course_Offering_Dept,Period_sql,day_num,start_time,end_time
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,20,2,LEC,-,E,We 03:30PM - 05:15PM,UCC_114,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_03_30PM___05_15PM,3.0,1530.0,1715.0
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,20,2,LEC,-,E,We 03:30PM - 05:15PM,UCC_114,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_03_30PM___05_15PM,3.0,1530.0,1715.0
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,10,0,TUT,-T01,E,We 05:30PM - 06:15PM,UCC_114,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_05_30PM___06_15PM,3.0,1730.0,1815.0
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,10,0,TUT,-T01,E,We 05:30PM - 06:15PM,UCC_114,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_05_30PM___06_15PM,3.0,1730.0,1815.0
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,10,0,TUT,-T01,E,We 05:30PM - 06:15PM,UCC_114,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_05_30PM___06_15PM,3.0,1730.0,1815.0
ANTH1310-,4832,"Marriage, Family and Kinship 婚姻、家庭與親屬",3.00,- Professor Aaron Jeffrey HAMES,10,3,TUT,-T02,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,60,0,LEC,-,E,We 12:30PM - 02:15PM,UCC_C1,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,60,0,LEC,-,E,We 12:30PM - 02:15PM,UCC_C1,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,60,0,LEC,-,E,We 12:30PM - 02:15PM,UCC_C1,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_12_30PM___02_15PM,3.0,1230.0,1415.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,0,TUT,-T01,E,We 02:30PM - 03:15PM,UCC_C4,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_02_30PM___03_15PM,3.0,1430.0,1515.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,0,TUT,-T01,E,We 02:30PM - 03:15PM,UCC_C4,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_02_30PM___03_15PM,3.0,1430.0,1515.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,0,TUT,-T01,E,We 02:30PM - 03:15PM,UCC_C4,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_02_30PM___03_15PM,3.0,1430.0,1515.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,6,TUT,-T02,E,We 03:30PM - 04:15PM,UCC_C4,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,6,TUT,-T02,E,We 03:30PM - 04:15PM,UCC_C4,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,6,TUT,-T02,E,We 03:30PM - 04:15PM,UCC_C4,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH1410-,6746,Culture of Hong Kong 香港的文化,3.00,- Professor Gordon Clark MATHEWS,20,0,TUT,-T03,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,20,17,LEC,-,E,We 10:30AM - 12:15PM,NAH_114,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_10_30AM___12_15PM,3.0,1030.0,1215.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,20,17,LEC,-,E,We 10:30AM - 12:15PM,NAH_114,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_10_30AM___12_15PM,3.0,1030.0,1215.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,20,17,LEC,-,E,We 10:30AM - 12:15PM,NAH_114,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_10_30AM___12_15PM,3.0,1030.0,1215.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,10,8,TUT,-T01,E,We 01:30PM - 02:15PM,UCC_207,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_01_30PM___02_15PM,3.0,1330.0,1415.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,10,8,TUT,-T01,E,We 01:30PM - 02:15PM,UCC_207,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_01_30PM___02_15PM,3.0,1330.0,1415.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,10,8,TUT,-T01,E,We 01:30PM - 02:15PM,UCC_207,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_01_30PM___02_15PM,3.0,1330.0,1415.0
ANTH2324-,5184,Indian Cultures and Society 印度文化與社會,3.00,- Professor Leilah Sohrab VEVAINA,10,9,TUT,-T02,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_110,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_110,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_110,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_110,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_110,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2330-,6421,Gender in Asia 性別在亞洲,3.00,- Professor Manynooch FAMING,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_110,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,35,5,LEC,-,E,Th 10:30AM - 12:15PM,SWH_2,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_10_30AM___12_15PM,4.0,1030.0,1215.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,35,5,LEC,-,E,Th 10:30AM - 12:15PM,SWH_2,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_10_30AM___12_15PM,4.0,1030.0,1215.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,35,5,LEC,-,E,Th 10:30AM - 12:15PM,SWH_2,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_10_30AM___12_15PM,4.0,1030.0,1215.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T01,E,Th 12:30PM - 01:15PM,UCA_103,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_12_30PM___01_15PM,4.0,1230.0,1315.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T01,E,Th 12:30PM - 01:15PM,UCA_103,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_12_30PM___01_15PM,4.0,1230.0,1315.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T01,E,Th 12:30PM - 01:15PM,UCA_103,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_12_30PM___01_15PM,4.0,1230.0,1315.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T02,E,Th 01:30PM - 02:15PM,UCA_103,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_01_30PM___02_15PM,4.0,1330.0,1415.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T02,E,Th 01:30PM - 02:15PM,UCA_103,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_01_30PM___02_15PM,4.0,1330.0,1415.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,12,0,TUT,-T02,E,Th 01:30PM - 02:15PM,UCA_103,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_01_30PM___02_15PM,4.0,1330.0,1415.0
ANTH2340-,8763,"Magic, Myth & the Supernatural 魔法、神話與超自然",3.00,- Professor Leilah Sohrab VEVAINA,11,5,TUT,-T03,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,20,3,LEC,-,E,Mo 11:30AM - 01:15PM,NAH_114,"6/1, 13/1, 20/1, 27/1",,,Dept of Anthropology,Mo_11_30AM___01_15PM,1.0,1130.0,1315.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,20,3,LEC,-,E,Mo 11:30AM - 01:15PM,NAH_114,"10/2, 17/2, 24/2",,,Dept of Anthropology,Mo_11_30AM___01_15PM,1.0,1130.0,1315.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,20,3,LEC,-,E,Mo 11:30AM - 01:15PM,NAH_114,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Dept of Anthropology,Mo_11_30AM___01_15PM,1.0,1130.0,1315.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,10,0,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_207,"6/1, 13/1, 20/1, 27/1",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,10,0,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_207,"10/2, 17/2, 24/2",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,10,0,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_207,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2351-,5211,Death and Culture 死亡、死亡儀式與文化,3.00,- Professor Andrew Byron KIPNIS,10,4,TUT,-T02,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,20,3,LEC,-,C,Tu 12:30PM - 02:15PM,UCA_312,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_12_30PM___02_15PM,2.0,1230.0,1415.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,20,3,LEC,-,C,Tu 12:30PM - 02:15PM,UCA_312,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_12_30PM___02_15PM,2.0,1230.0,1415.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,20,3,LEC,-,C,Tu 12:30PM - 02:15PM,UCA_312,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_12_30PM___02_15PM,2.0,1230.0,1415.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,10,0,TUT,-T01,C&E&P,Tu 02:30PM - 03:15PM,UCA_312,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_02_30PM___03_15PM,2.0,1430.0,1515.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,10,0,TUT,-T01,C&E&P,Tu 02:30PM - 03:15PM,UCA_312,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_02_30PM___03_15PM,2.0,1430.0,1515.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,10,0,TUT,-T01,C&E&P,Tu 02:30PM - 03:15PM,UCA_312,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_02_30PM___03_15PM,2.0,1430.0,1515.0
ANTH2370-,5942,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,10,3,TUT,-T02,C&E&P,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,LEC,-,C,We 01:30PM - 03:15PM,UCC_C3,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_01_30PM___03_15PM,3.0,1330.0,1515.0
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,LEC,-,C,We 01:30PM - 03:15PM,UCC_C3,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_01_30PM___03_15PM,3.0,1330.0,1515.0
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,LEC,-,C,We 01:30PM - 03:15PM,UCC_C3,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_01_30PM___03_15PM,3.0,1330.0,1515.0
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,TUT,-T01,C,We 03:30PM - 04:15PM,UCC_108,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,TUT,-T01,C,We 03:30PM - 04:15PM,UCC_108,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH2380-,5413,Env Crises and Cul of Sur 環境危機、生存與文化,3.00,- Professor TAM Man Kei,15,1,TUT,-T01,C,We 03:30PM - 04:15PM,UCC_108,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_03_30PM___04_15PM,3.0,1530.0,1615.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,LEC,-,E,Th 03:30PM - 05:15PM,UCC_114,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_03_30PM___05_15PM,4.0,1530.0,1715.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,LEC,-,E,Th 03:30PM - 05:15PM,UCC_114,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_03_30PM___05_15PM,4.0,1530.0,1715.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,LEC,-,E,Th 03:30PM - 05:15PM,UCC_114,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_03_30PM___05_15PM,4.0,1530.0,1715.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,TUT,-T01,E,Th 05:30PM - 06:15PM,UCC_114,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_05_30PM___06_15PM,4.0,1730.0,1815.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,TUT,-T01,E,Th 05:30PM - 06:15PM,UCC_114,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_05_30PM___06_15PM,4.0,1730.0,1815.0
ANTH2390-,6794,Sports and Culture 體育與文化,3.00,- Professor Marco MONTAGNER,15,11,TUT,-T01,E,Th 05:30PM - 06:15PM,UCC_114,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_05_30PM___06_15PM,4.0,1730.0,1815.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,LEC,-,E,Mo 12:30PM - 02:15PM,UCC_110,"6/1, 13/1, 20/1, 27/1",,,Dept of Anthropology,Mo_12_30PM___02_15PM,1.0,1230.0,1415.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,LEC,-,E,Mo 12:30PM - 02:15PM,UCC_110,"10/2, 17/2, 24/2",,,Dept of Anthropology,Mo_12_30PM___02_15PM,1.0,1230.0,1415.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,LEC,-,E,Mo 12:30PM - 02:15PM,UCC_110,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Dept of Anthropology,Mo_12_30PM___02_15PM,1.0,1230.0,1415.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_110,"6/1, 13/1, 20/1, 27/1",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_110,"10/2, 17/2, 24/2",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2403-,4580,Topics in Ethnography III 民族誌專題（三）,3.00,- Dr. Niko BESNIER,25,17,TUT,-T01,E,Mo 02:30PM - 03:15PM,UCC_110,"10/3, 17/3, 24/3, 31/3, 7/4, 14/4",,,Dept of Anthropology,Mo_02_30PM___03_15PM,1.0,1430.0,1515.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_C2,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_C2,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,LEC,-,E,Tu 10:30AM - 12:15PM,UCC_C2,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_10_30AM___12_15PM,2.0,1030.0,1215.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_C2,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_C2,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2450-,6443,Peoples & Cultures of SE Asia 東南亞的民族和文化,3.00,- Dr. WONG Wai Yee,15,0,TUT,-T01,E,Tu 12:30PM - 01:15PM,UCC_C2,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_12_30PM___01_15PM,2.0,1230.0,1315.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,LEC,-,E,Th 12:30PM - 02:15PM,UCC_114,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,LEC,-,E,Th 12:30PM - 02:15PM,UCC_114,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,LEC,-,E,Th 12:30PM - 02:15PM,UCC_114,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_12_30PM___02_15PM,4.0,1230.0,1415.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,TUT,-T01,E,Th 02:30PM - 03:15PM,UCC_114,"9/1, 16/1, 23/1",,,Dept of Anthropology,Th_02_30PM___03_15PM,4.0,1430.0,1515.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,TUT,-T01,E,Th 02:30PM - 03:15PM,UCC_114,"6/2, 13/2, 20/2, 27/2",,,Dept of Anthropology,Th_02_30PM___03_15PM,4.0,1430.0,1515.0
ANTH2510-,5425,Culture and Business 文化與商業,3.00,- Professor Avron Albert BORETZ,15,0,TUT,-T01,E,Th 02:30PM - 03:15PM,UCC_114,"13/3, 20/3, 27/3, 3/4, 10/4, 17/4",,,Dept of Anthropology,Th_02_30PM___03_15PM,4.0,1430.0,1515.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,60,11,LEC,-,E,Tu 02:30PM - 04:15PM,NAH_115,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_02_30PM___04_15PM,2.0,1430.0,1615.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,60,11,LEC,-,E,Tu 02:30PM - 04:15PM,NAH_115,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_02_30PM___04_15PM,2.0,1430.0,1615.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,60,11,LEC,-,E,Tu 02:30PM - 04:15PM,NAH_115,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_02_30PM___04_15PM,2.0,1430.0,1615.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,2,TUT,-T01,E,Tu 05:30PM - 06:15PM,UCC_114,"7/1, 14/1, 21/1",,,Dept of Anthropology,Tu_05_30PM___06_15PM,2.0,1730.0,1815.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,2,TUT,-T01,E,Tu 05:30PM - 06:15PM,UCC_114,"4/2, 11/2, 18/2, 25/2",,,Dept of Anthropology,Tu_05_30PM___06_15PM,2.0,1730.0,1815.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,2,TUT,-T01,E,Tu 05:30PM - 06:15PM,UCC_114,"11/3, 18/3, 25/3, 1/4, 8/4, 15/4",,,Dept of Anthropology,Tu_05_30PM___06_15PM,2.0,1730.0,1815.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,14,TUT,-T02,E,We 11:30AM - 12:15PM,UCC_114,"8/1, 15/1, 22/1",,,Dept of Anthropology,We_11_30AM___12_15PM,3.0,1130.0,1215.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,14,TUT,-T02,E,We 11:30AM - 12:15PM,UCC_114,"5/2, 12/2, 19/2, 26/2",,,Dept of Anthropology,We_11_30AM___12_15PM,3.0,1130.0,1215.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,14,TUT,-T02,E,We 11:30AM - 12:15PM,UCC_114,"12/3, 19/3, 26/3, 2/4, 9/4, 16/4",,,Dept of Anthropology,We_11_30AM___12_15PM,3.0,1130.0,1215.0
ANTH2520-,5603,Globalization and Culture 全球化與文化,3.00,- Professor Gordon Clark MATHEWS,20,0,TUT,-T03,E,TBA,NRR,06/01/2025 - 14/04/2025,,,Dept of Anthropology,TBA,,,
